tx_id,source_account,target_account,amount,timestamp,is_anomaly,anomaly_type
TX_101713,ACC_1197,ACC_1166,1274.32,2026-07-12 18:35:00,0,None
TX_103041,ACC_1009,ACC_1187,62.77,2026-07-12 20:40:00,0,None
TX_100673,ACC_1005,ACC_1072,999.79,2026-07-12 22:02:00,0,None
TX_102944,ACC_1089,ACC_1082,715.08,2026-07-12 21:31:00,0,None
TX_102128,ACC_1114,ACC_1027,1058.82,2026-07-12 21:30:00,0,None
TX_104679,ACC_1120,ACC_1139,1316.14,2026-07-12 01:38:00,0,None
TX_100979,ACC_1029,ACC_1197,1252.9,2026-07-12 23:50:00,0,None
TX_100956,ACC_1147,ACC_1105,1334.81,2026-07-12 22:13:00,0,None
TX_104653,ACC_1030,ACC_1162,1211.75,2026-07-11 00:27:00,0,None
TX_102704,ACC_1007,ACC_1061,1125.85,2026-07-12 20:33:00,0,None
TX_102688,ACC_1157,ACC_1128,179.89,2026-07-12 02:03:00,0,None
TX_103987,ACC_1111,ACC_1046,519.02,2026-07-11 23:14:00,0,None
TX_102431,ACC_1135,ACC_1025,826.52,2026-07-11 02:10:00,0,None
TX_103581,ACC_1107,ACC_1128,442.56,2026-07-11 18:42:00,0,None
TX_100656,ACC_1033,ACC_1017,64.62,2026-07-11 22:02:00,0,None
TX_103662,ACC_1155,ACC_1090,802.08,2026-07-13 01:06:00,0,None
TX_100196,ACC_1181,ACC_1044,392.88,2026-07-11 01:20:00,0,None
TX_104215,ACC_1006,ACC_1072,1312.07,2026-07-12 22:56:00,0,None
TX_104871,ACC_1110,ACC_1076,1442.67,2026-07-11 23:45:00,0,None
TX_100778,ACC_1195,ACC_1045,650.06,2026-07-11 22:40:00,0,None
TX_101309,ACC_1148,ACC_1149,667.86,2026-07-13 00:43:00,0,None
TX_101606,ACC_1034,ACC_1146,818.76,2026-07-11 21:36:00,0,None
TX_101093,ACC_1126,ACC_1106,1330.95,2026-07-10 21:46:00,0,None
TX_104936,ACC_1140,ACC_1013,84.59,2026-07-12 23:54:00,0,None
TX_103123,ACC_1029,ACC_1077,1277.9,2026-07-10 22:32:00,0,None
TX_102405,ACC_1133,ACC_1118,1282.16,2026-07-12 00:11:00,0,None
TX_103764,ACC_1076,ACC_1060,239.38,2026-07-11 18:27:00,0,None
TX_104011,ACC_1111,ACC_1030,507.39,2026-07-11 19:41:00,0,None
TX_104649,ACC_1075,ACC_1114,998.96,2026-07-11 19:56:00,0,None
TX_103240,ACC_1188,ACC_1169,577.61,2026-07-12 00:51:00,0,None
TX_103003,ACC_1124,ACC_1000,467.09,2026-07-12 23:35:00,0,None
TX_104384,ACC_1042,ACC_1182,1098.29,2026-07-13 01:39:00,0,None
TX_104706,ACC_1023,ACC_1157,965.86,2026-07-12 23:54:00,0,None
TX_104976,ACC_1158,ACC_1194,1050.47,2026-07-11 00:34:00,0,None
TX_100629,ACC_1108,ACC_1047,89.3,2026-07-12 23:03:00,0,None
TX_102618,ACC_1165,ACC_1179,436.01,2026-07-11 19:12:00,0,None
TX_FRAUD_LOOP_1,ACC_9992,ACC_9993,4480.0,2026-07-12 08:15:00,1,Circular Laundering
TX_101169,ACC_1091,ACC_1025,673.63,2026-07-10 23:25:00,0,None
TX_101746,ACC_1059,ACC_1016,1349.01,2026-07-13 01:03:00,0,None
TX_104149,ACC_1129,ACC_1054,1041.9,2026-07-11 02:27:00,0,None
TX_102724,ACC_1193,ACC_1013,688.29,2026-07-12 01:26:00,0,None
TX_104905,ACC_1189,ACC_1153,1352.39,2026-07-13 01:00:00,0,None
TX_102344,ACC_1021,ACC_1045,713.85,2026-07-10 22:27:00,0,None
TX_100075,ACC_1148,ACC_1077,1312.6,2026-07-12 02:20:00,0,None
TX_103811,ACC_1133,ACC_1190,158.18,2026-07-12 23:58:00,0,None
TX_101421,ACC_1047,ACC_1121,905.28,2026-07-11 01:31:00,0,None
TX_104435,ACC_1179,ACC_1150,36.12,2026-07-12 20:20:00,0,None
TX_103935,ACC_1113,ACC_1093,985.87,2026-07-11 19:03:00,0,None
TX_102210,ACC_1027,ACC_1090,800.37,2026-07-13 01:23:00,0,None
TX_104961,ACC_1152,ACC_1164,1305.32,2026-07-11 01:57:00,0,None
TX_102243,ACC_1163,ACC_1096,968.75,2026-07-12 01:10:00,0,None
TX_103721,ACC_1047,ACC_1142,299.53,2026-07-12 02:38:00,0,None
TX_103688,ACC_1104,ACC_1032,112.03,2026-07-11 22:31:00,0,None
TX_104960,ACC_1077,ACC_1163,255.83,2026-07-10 23:07:00,0,None
TX_100357,ACC_1134,ACC_1111,1498.22,2026-07-12 01:02:00,0,None
TX_102965,ACC_1190,ACC_1101,992.53,2026-07-12 00:50:00,0,None
TX_104625,ACC_1077,ACC_1017,1228.86,2026-07-10 19:50:00,0,None
TX_103293,ACC_1199,ACC_1124,1186.85,2026-07-11 01:26:00,0,None
TX_104950,ACC_1018,ACC_1171,386.48,2026-07-12 19:47:00,0,None
TX_104364,ACC_1066,ACC_1015,1135.02,2026-07-13 01:01:00,0,None
TX_100014,ACC_1074,ACC_1050,226.54,2026-07-12 23:59:00,0,None
TX_104301,ACC_1033,ACC_1031,1338.72,2026-07-11 21:55:00,0,None
TX_100769,ACC_1142,ACC_1028,451.42,2026-07-13 01:08:00,0,None
TX_102259,ACC_1062,ACC_1148,1074.9,2026-07-10 22:15:00,0,None
TX_103355,ACC_1003,ACC_1134,726.48,2026-07-10 23:24:00,0,None
TX_103415,ACC_1167,ACC_1106,1176.03,2026-07-11 20:17:00,0,None
TX_102904,ACC_1137,ACC_1180,278.57,2026-07-11 20:49:00,0,None
TX_103330,ACC_1078,ACC_1032,1387.15,2026-07-11 22:53:00,0,None
TX_103137,ACC_1144,ACC_1074,28.92,2026-07-12 19:24:00,0,None
TX_102188,ACC_1070,ACC_1173,563.09,2026-07-12 20:46:00,0,None
TX_102552,ACC_1004,ACC_1098,76.52,2026-07-11 19:41:00,0,None
TX_101325,ACC_1114,ACC_1186,383.6,2026-07-13 00:47:00,0,None
TX_104148,ACC_1018,ACC_1183,1392.39,2026-07-11 19:29:00,0,None
TX_102230,ACC_1045,ACC_1049,106.06,2026-07-10 22:18:00,0,None
TX_104621,ACC_1031,ACC_1048,1179.62,2026-07-10 18:57:00,0,None
TX_100535,ACC_1100,ACC_1092,540.83,2026-07-13 00:50:00,0,None
TX_102814,ACC_1130,ACC_1091,174.08,2026-07-11 02:40:00,0,None
TX_103793,ACC_1091,ACC_1157,1485.27,2026-07-13 00:25:00,0,None
TX_100325,ACC_1136,ACC_1135,1180.36,2026-07-11 20:53:00,0,None
TX_101761,ACC_1164,ACC_1161,268.26,2026-07-10 19:53:00,0,None
TX_100834,ACC_1199,ACC_1151,501.15,2026-07-10 21:56:00,0,None
TX_100485,ACC_1076,ACC_1111,104.57,2026-07-11 02:31:00,0,None
TX_104258,ACC_1197,ACC_1120,11.47,2026-07-12 23:27:00,0,None
TX_104451,ACC_1087,ACC_1083,235.77,2026-07-12 21:52:00,0,None
TX_103328,ACC_1167,ACC_1198,821.43,2026-07-10 22:31:00,0,None
TX_103701,ACC_1100,ACC_1149,65.55,2026-07-11 23:12:00,0,None
TX_102449,ACC_1089,ACC_1078,551.41,2026-07-10 18:09:00,0,None
TX_101691,ACC_1175,ACC_1027,1454.67,2026-07-12 22:15:00,0,None
TX_103200,ACC_1120,ACC_1109,1378.2,2026-07-11 01:03:00,0,None
TX_104084,ACC_1053,ACC_1078,429.09,2026-07-12 22:37:00,0,None
TX_101352,ACC_1108,ACC_1017,159.06,2026-07-11 21:19:00,0,None
TX_102181,ACC_1074,ACC_1002,195.63,2026-07-12 23:31:00,0,None
TX_104164,ACC_1114,ACC_1060,1475.86,2026-07-12 19:24:00,0,None
TX_102393,ACC_1071,ACC_1115,948.56,2026-07-11 20:21:00,0,None
TX_103748,ACC_1123,ACC_1000,287.95,2026-07-10 18:39:00,0,None
TX_102466,ACC_1054,ACC_1079,246.66,2026-07-10 20:54:00,0,None
TX_104108,ACC_1133,ACC_1067,418.08,2026-07-12 19:24:00,0,None
TX_102717,ACC_1047,ACC_1090,1016.18,2026-07-11 21:05:00,0,None
TX_104133,ACC_1098,ACC_1046,798.17,2026-07-10 20:15:00,0,None
TX_104393,ACC_1037,ACC_1075,167.33,2026-07-12 00:00:00,0,None
TX_101501,ACC_1198,ACC_1004,918.32,2026-07-13 01:25:00,0,None
TX_102432,ACC_1020,ACC_1105,669.05,2026-07-13 01:43:00,0,None
TX_102997,ACC_1157,ACC_1159,221.16,2026-07-12 02:27:00,0,None
TX_101335,ACC_1195,ACC_1105,617.92,2026-07-12 00:49:00,0,None
TX_100840,ACC_1034,ACC_1101,683.79,2026-07-11 20:49:00,0,None
TX_104480,ACC_1182,ACC_1061,10.46,2026-07-13 01:47:00,0,None
TX_103727,ACC_1177,ACC_1040,1474.05,2026-07-11 00:53:00,0,None
TX_101786,ACC_1154,ACC_1175,1246.44,2026-07-13 00:33:00,0,None
TX_104256,ACC_1046,ACC_1001,262.19,2026-07-12 00:52:00,0,None
TX_102967,ACC_1075,ACC_1186,274.44,2026-07-12 23:03:00,0,None
TX_102326,ACC_1090,ACC_1192,94.81,2026-07-13 01:30:00,0,None
TX_102231,ACC_1157,ACC_1003,32.96,2026-07-11 19:06:00,0,None
TX_103341,ACC_1192,ACC_1163,114.16,2026-07-13 01:16:00,0,None
TX_102482,ACC_1095,ACC_1115,684.12,2026-07-12 20:55:00,0,None
TX_103968,ACC_1054,ACC_1147,339.54,2026-07-11 21:39:00,0,None
TX_100822,ACC_1119,ACC_1100,890.17,2026-07-10 21:52:00,0,None
TX_102241,ACC_1173,ACC_1087,1431.94,2026-07-11 22:42:00,0,None
TX_103928,ACC_1067,ACC_1143,1452.96,2026-07-12 18:45:00,0,None
TX_101987,ACC_1128,ACC_1078,454.33,2026-07-11 22:24:00,0,None
TX_103211,ACC_1161,ACC_1055,511.95,2026-07-12 02:17:00,0,None
TX_101374,ACC_1053,ACC_1120,1446.35,2026-07-10 22:55:00,0,None
TX_100937,ACC_1171,ACC_1199,1129.78,2026-07-11 20:17:00,0,None
TX_104564,ACC_1181,ACC_1043,670.04,2026-07-11 22:43:00,0,None
TX_104956,ACC_1037,ACC_1166,120.12,2026-07-13 01:53:00,0,None
TX_104981,ACC_1075,ACC_1111,1317.33,2026-07-11 02:13:00,0,None
TX_102514,ACC_1095,ACC_1006,359.97,2026-07-11 20:54:00,0,None
TX_100703,ACC_1162,ACC_1064,447.23,2026-07-11 01:16:00,0,None
TX_101231,ACC_1093,ACC_1130,221.65,2026-07-12 02:46:00,0,None
TX_101857,ACC_1109,ACC_1045,421.36,2026-07-12 18:19:00,0,None
TX_104590,ACC_1127,ACC_1131,1202.37,2026-07-10 18:26:00,0,None
TX_101799,ACC_1032,ACC_1060,435.78,2026-07-12 01:09:00,0,None
TX_103690,ACC_1106,ACC_1085,1337.83,2026-07-11 21:21:00,0,None
TX_102265,ACC_1189,ACC_1124,506.12,2026-07-10 18:26:00,0,None
TX_101796,ACC_1189,ACC_1193,727.21,2026-07-12 21:03:00,0,None
TX_104033,ACC_1012,ACC_1011,1048.75,2026-07-12 18:28:00,0,None
TX_102718,ACC_1029,ACC_1080,1302.19,2026-07-12 01:53:00,0,None
TX_103625,ACC_1131,ACC_1058,381.08,2026-07-11 00:38:00,0,None
TX_101969,ACC_1177,ACC_1058,199.85,2026-07-12 01:42:00,0,None
TX_103627,ACC_1163,ACC_1038,921.82,2026-07-10 22:27:00,0,None
TX_102648,ACC_1158,ACC_1073,742.82,2026-07-12 20:09:00,0,None
TX_101005,ACC_1180,ACC_1147,162.05,2026-07-13 00:51:00,0,None
TX_102865,ACC_1104,ACC_1109,225.97,2026-07-12 00:23:00,0,None
TX_104035,ACC_1108,ACC_1074,229.31,2026-07-13 02:01:00,0,None
TX_100692,ACC_1000,ACC_1135,784.22,2026-07-12 19:04:00,0,None
TX_101732,ACC_1054,ACC_1006,894.25,2026-07-12 19:23:00,0,None
TX_100894,ACC_1159,ACC_1112,252.95,2026-07-12 23:53:00,0,None
TX_104438,ACC_1017,ACC_1111,15.66,2026-07-12 00:23:00,0,None
TX_100531,ACC_1078,ACC_1015,226.95,2026-07-10 18:01:00,0,None
TX_104849,ACC_1118,ACC_1064,1167.0,2026-07-11 20:20:00,0,None
TX_103742,ACC_1157,ACC_1062,619.08,2026-07-12 01:43:00,0,None
TX_100605,ACC_1189,ACC_1112,611.96,2026-07-10 23:21:00,0,None
TX_101282,ACC_1198,ACC_1050,1315.18,2026-07-10 18:52:00,0,None
TX_101804,ACC_1000,ACC_1092,839.23,2026-07-11 18:12:00,0,None
TX_101263,ACC_1113,ACC_1058,339.83,2026-07-13 00:29:00,0,None
TX_103896,ACC_1008,ACC_1117,635.09,2026-07-13 00:49:00,0,None
TX_102169,ACC_1173,ACC_1131,836.09,2026-07-12 21:57:00,0,None
TX_104383,ACC_1180,ACC_1126,512.3,2026-07-11 20:36:00,0,None
TX_101323,ACC_1063,ACC_1021,1379.33,2026-07-10 21:13:00,0,None
TX_103122,ACC_1019,ACC_1160,63.86,2026-07-11 20:13:00,0,None
TX_104044,ACC_1016,ACC_1046,955.7,2026-07-11 00:47:00,0,None
TX_101229,ACC_1172,ACC_1002,1462.21,2026-07-11 02:48:00,0,None
TX_100744,ACC_1013,ACC_1041,1268.86,2026-07-10 23:14:00,0,None
TX_101153,ACC_1049,ACC_1155,1321.78,2026-07-11 00:37:00,0,None
TX_101631,ACC_1045,ACC_1005,725.12,2026-07-10 21:00:00,0,None
TX_101415,ACC_1153,ACC_1029,252.97,2026-07-10 23:19:00,0,None
TX_101588,ACC_1030,ACC_1115,1217.02,2026-07-12 00:02:00,0,None
TX_101982,ACC_1067,ACC_1026,40.18,2026-07-11 20:50:00,0,None
TX_102852,ACC_1075,ACC_1038,972.2,2026-07-11 18:10:00,0,None
TX_103218,ACC_1132,ACC_1000,292.17,2026-07-11 02:37:00,0,None
TX_104012,ACC_1150,ACC_1024,1016.56,2026-07-11 19:27:00,0,None
TX_100154,ACC_1134,ACC_1052,1049.99,2026-07-11 02:52:00,0,None
TX_102349,ACC_1119,ACC_1156,231.56,2026-07-13 00:44:00,0,None
TX_102129,ACC_1148,ACC_1044,1115.02,2026-07-12 19:06:00,0,None
TX_104302,ACC_1092,ACC_1080,914.86,2026-07-11 23:45:00,0,None
TX_104552,ACC_1025,ACC_1129,807.98,2026-07-12 20:35:00,0,None
TX_101955,ACC_1145,ACC_1095,50.12,2026-07-11 21:25:00,0,None
TX_103352,ACC_1146,ACC_1143,1366.55,2026-07-11 19:43:00,0,None
TX_103647,ACC_1020,ACC_1112,490.68,2026-07-11 20:18:00,0,None
TX_103615,ACC_1004,ACC_1011,673.34,2026-07-11 23:05:00,0,None
TX_100254,ACC_1037,ACC_1190,1484.71,2026-07-11 00:19:00,0,None
TX_104430,ACC_1020,ACC_1129,23.57,2026-07-12 18:21:00,0,None
TX_100699,ACC_1079,ACC_1083,271.49,2026-07-11 21:19:00,0,None
TX_101852,ACC_1137,ACC_1170,351.74,2026-07-11 02:12:00,0,None
TX_102102,ACC_1082,ACC_1091,37.04,2026-07-11 18:39:00,0,None
TX_102142,ACC_1012,ACC_1191,149.06,2026-07-12 18:13:00,0,None
TX_101675,ACC_1154,ACC_1004,932.25,2026-07-13 01:11:00,0,None
TX_104227,ACC_1096,ACC_1006,179.42,2026-07-12 02:48:00,0,None
TX_102827,ACC_1184,ACC_1176,1460.5,2026-07-12 20:12:00,0,None
TX_101825,ACC_1124,ACC_1046,516.08,2026-07-12 02:21:00,0,None
TX_103228,ACC_1171,ACC_1129,1382.66,2026-07-11 19:02:00,0,None
TX_103296,ACC_1008,ACC_1043,254.22,2026-07-12 01:52:00,0,None
TX_104208,ACC_1060,ACC_1018,347.65,2026-07-11 00:54:00,0,None
TX_104511,ACC_1001,ACC_1038,1178.54,2026-07-13 00:16:00,0,None
TX_104348,ACC_1144,ACC_1076,73.64,2026-07-11 01:53:00,0,None
TX_100753,ACC_1035,ACC_1013,167.64,2026-07-12 20:22:00,0,None
TX_100595,ACC_1025,ACC_1082,691.57,2026-07-11 02:06:00,0,None
TX_102976,ACC_1013,ACC_1100,1139.64,2026-07-11 19:14:00,0,None
TX_101467,ACC_1150,ACC_1104,237.37,2026-07-12 18:43:00,0,None
TX_104298,ACC_1172,ACC_1045,1376.79,2026-07-11 23:29:00,0,None
TX_102465,ACC_1100,ACC_1182,411.87,2026-07-10 18:45:00,0,None
TX_104608,ACC_1107,ACC_1111,464.1,2026-07-12 23:05:00,0,None
TX_104221,ACC_1194,ACC_1052,27.76,2026-07-11 18:12:00,0,None
TX_100384,ACC_1065,ACC_1188,1499.66,2026-07-13 02:50:00,0,None
TX_101389,ACC_1024,ACC_1081,17.62,2026-07-10 18:32:00,0,None
TX_103298,ACC_1196,ACC_1092,349.65,2026-07-11 00:00:00,0,None
TX_103954,ACC_1011,ACC_1190,1495.47,2026-07-11 18:39:00,0,None
TX_102052,ACC_1103,ACC_1193,1083.3,2026-07-12 21:41:00,0,None
TX_104611,ACC_1095,ACC_1062,813.24,2026-07-12 01:31:00,0,None
TX_100878,ACC_1177,ACC_1061,1450.73,2026-07-12 00:49:00,0,None
TX_100751,ACC_1021,ACC_1158,191.12,2026-07-10 18:42:00,0,None
TX_102462,ACC_1177,ACC_1198,132.36,2026-07-11 19:02:00,0,None
TX_104377,ACC_1059,ACC_1043,546.25,2026-07-13 00:57:00,0,None
TX_102711,ACC_1198,ACC_1173,321.6,2026-07-11 02:04:00,0,None
TX_104061,ACC_1164,ACC_1056,189.03,2026-07-11 18:52:00,0,None
TX_100547,ACC_1124,ACC_1015,256.45,2026-07-12 19:40:00,0,None
TX_103733,ACC_1029,ACC_1184,80.5,2026-07-10 19:18:00,0,None
TX_100592,ACC_1066,ACC_1131,58.71,2026-07-12 00:05:00,0,None
TX_103553,ACC_1137,ACC_1047,1427.97,2026-07-12 00:27:00,0,None
TX_104839,ACC_1001,ACC_1114,714.25,2026-07-12 02:55:00,0,None
TX_104361,ACC_1000,ACC_1192,1063.75,2026-07-12 22:04:00,0,None
TX_100957,ACC_1157,ACC_1183,13.37,2026-07-11 21:19:00,0,None
TX_101060,ACC_1028,ACC_1192,1046.69,2026-07-11 23:10:00,0,None
TX_102250,ACC_1152,ACC_1076,305.16,2026-07-10 19:25:00,0,None
TX_103710,ACC_1118,ACC_1021,107.42,2026-07-10 23:21:00,0,None
TX_101922,ACC_1115,ACC_1098,996.6,2026-07-11 18:18:00,0,None
TX_100387,ACC_1190,ACC_1121,295.32,2026-07-11 01:39:00,0,None
TX_103694,ACC_1129,ACC_1040,92.29,2026-07-11 21:28:00,0,None
TX_100503,ACC_1149,ACC_1115,355.29,2026-07-11 19:37:00,0,None
TX_102208,ACC_1016,ACC_1127,1420.18,2026-07-10 19:09:00,0,None
TX_101701,ACC_1078,ACC_1166,99.92,2026-07-11 22:56:00,0,None
TX_103596,ACC_1108,ACC_1161,1190.16,2026-07-12 20:04:00,0,None
TX_104575,ACC_1018,ACC_1059,169.61,2026-07-13 02:32:00,0,None
TX_101943,ACC_1126,ACC_1132,713.15,2026-07-13 00:50:00,0,None
TX_100911,ACC_1127,ACC_1011,777.2,2026-07-10 21:30:00,0,None
TX_100647,ACC_1080,ACC_1135,146.18,2026-07-11 23:43:00,0,None
TX_104892,ACC_1127,ACC_1154,474.33,2026-07-11 01:29:00,0,None
TX_104188,ACC_1194,ACC_1066,348.5,2026-07-13 02:25:00,0,None
TX_100216,ACC_1094,ACC_1190,1399.31,2026-07-11 23:52:00,0,None
TX_103444,ACC_1186,ACC_1150,1183.07,2026-07-12 19:39:00,0,None
TX_104726,ACC_1015,ACC_1016,1096.03,2026-07-13 02:03:00,0,None
